parentTconst,primaryTitle,tconst,seasonNumber,episodeNumber,averageRating,numVotes,directors,writers,z
tt0106145,Star Trek: Deep Space Nine,tt0708498,7,3,7.2,798,nm0484464,"nm0734472,nm0075834,nm0683522,nm0248404",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708499,5,1,8.2,931,nm0176702,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",0.9033941989191885
tt0106145,Star Trek: Deep Space Nine,tt0708500,2,13,7.4,961,nm0463926,"nm0734472,nm0075834,nm0683522,nm0312663",-0.10458491117751992
tt0106145,Star Trek: Deep Space Nine,tt0708501,1,4,7,1155,nm0528420,"nm0734472,nm0075834,nm0683522,nm0569951,nm0788167,nm1199046,nm0066985",-0.6085744662258752
tt0106145,Star Trek: Deep Space Nine,tt0708502,7,15,7.7,922,nm0892144,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",0.27340725510874603
tt0106145,Star Trek: Deep Space Nine,tt0708503,4,15,7.4,891,nm0000996,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985,nm1661162,nm1656302",-0.10458491117751992
tt0106145,Star Trek: Deep Space Nine,tt0708504,1,12,6.6,1034,nm0528420,"nm0734472,nm0075834,nm0683522,nm0200670,nm0813844,nm0046042",-1.1125640212742305
tt0106145,Star Trek: Deep Space Nine,tt0708505,6,4,7.9,854,nm0000996,"nm0734472,nm0075834,nm0683522,nm0248404",0.5254020326329236
tt0106145,Star Trek: Deep Space Nine,tt0708506,5,23,7.6,814,nm0295272,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708507,2,19,8,1062,nm0463926,"nm0734472,nm0075834,nm0683522,nm0276333,nm1265103",0.651399421395012
tt0106145,Star Trek: Deep Space Nine,tt0708508,4,24,7.5,862,nm0000984,"nm0734472,nm0075834,nm0683522,nm0067234,nm1656255,nm1237248",0.02141247758456835
tt0106145,Star Trek: Deep Space Nine,tt0708509,4,25,8.2,890,nm0484464,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985,nm1202110",0.9033941989191885
tt0106145,Star Trek: Deep Space Nine,tt0708510,5,18,7.3,814,nm0796502,"nm0734472,nm0075834,nm0683522,nm0859918,nm0917131",-0.2305822999396093
tt0106145,Star Trek: Deep Space Nine,tt0708511,5,15,8.8,1007,nm0484464,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",1.6593785314917227
tt0106145,Star Trek: Deep Space Nine,tt0708512,5,26,9,1019,nm0471862,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",1.911373309015899
tt0106145,Star Trek: Deep Space Nine,tt0708513,1,5,7.7,1185,nm0001904,"nm0734472,nm0075834,nm0683522,nm0232803",0.27340725510874603
tt0106145,Star Trek: Deep Space Nine,tt0708514,2,5,7.5,1011,nm0092853,"nm0734472,nm0075834,nm0683522,nm0188360,nm0937566,nm1654479",0.02141247758456835
tt0106145,Star Trek: Deep Space Nine,tt0708515,6,16,7.1,816,nm0515237,"nm0734472,nm0075834,nm0683522,nm0601822",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0708516,5,22,7.9,974,nm0471862,"nm0734472,nm0075834,nm0683522,nm0248404,nm1243911,nm1237322",0.5254020326329236
tt0106145,Star Trek: Deep Space Nine,tt0708517,7,14,7.2,780,nm0692675,"nm0734472,nm0075834,nm0683522,nm0248404",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708518,7,5,7.1,844,nm0922162,"nm0734472,nm0075834,nm0683522,nm0248404",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0708519,3,7,7.9,1002,nm0046172,"nm0734472,nm0075834,nm0683522,nm0471980",0.5254020326329236
tt0106145,Star Trek: Deep Space Nine,tt0708520,7,9,6.7,789,nm0470971,"nm0734472,nm0075834,nm0683522,nm0248404",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708521,4,12,7.2,890,nm0484464,"nm0734472,nm0075834,nm0683522,nm0248404",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708522,2,23,8,1034,nm0515237,"nm0734472,nm0075834,nm0683522,nm0276333",0.651399421395012
tt0106145,Star Trek: Deep Space Nine,tt0708523,1,7,7.1,1122,nm0141222,"nm0734472,nm0075834,nm0683522,nm0284894,nm0276333",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0708524,3,9,8,1011,nm0092853,"nm0734472,nm0075834,nm0683522,nm0601822",0.651399421395012
tt0106145,Star Trek: Deep Space Nine,tt0708525,3,15,7.4,880,nm0484464,"nm0734472,nm0075834,nm0683522,nm1991601,nm1656361",-0.10458491117751992
tt0106145,Star Trek: Deep Space Nine,tt0708526,3,18,6.6,897,nm0801883,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129,nm0579775",-1.1125640212742305
tt0106145,Star Trek: Deep Space Nine,tt0708527,5,16,7.8,906,nm0515237,"nm0734472,nm0075834,nm0683522,nm0601822,nm2089473",0.3994046438708343
tt0106145,Star Trek: Deep Space Nine,tt0708528,1,17,7.1,1001,nm0092853,"nm0734472,nm0075834,nm0683522,nm0579775",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0708529,1,18,9,1668,nm0176702,"nm0734472,nm0075834,nm0683522,nm0276333,nm0723680,nm1237351",1.911373309015899
tt0106145,Star Trek: Deep Space Nine,tt0708532,5,24,7.8,864,nm0892144,"nm0734472,nm0075834,nm0683522,nm0067234,nm0298188",0.3994046438708343
tt0106145,Star Trek: Deep Space Nine,tt0708533,3,4,6.7,898,nm0092853,"nm0734472,nm0075834,nm0683522,nm0248404,nm1656346",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708534,3,22,7.3,947,nm0092853,"nm0734472,nm0075834,nm0683522,nm0248404,nm0046042",-0.2305822999396093
tt0106145,Star Trek: Deep Space Nine,tt0708535,7,23,7.6,778,nm0692675,"nm0734472,nm0075834,nm0683522,nm0859918,nm0917131",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708536,3,25,7.2,869,nm0092853,"nm0734472,nm0075834,nm0683522,nm0248404",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708537,3,23,7.2,896,nm0041281,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708538,6,13,8.8,1607,nm0000984,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234,nm0956002",1.6593785314917227
tt0106145,Star Trek: Deep Space Nine,tt0708539,3,10,6.2,922,nm0000984,"nm0734472,nm0075834,nm0683522,nm0493857,nm0066985,nm0188360",-1.6165535763225847
tt0106145,Star Trek: Deep Space Nine,tt0708540,6,5,8.6,925,nm0463926,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",1.4073837539675438
tt0106145,Star Trek: Deep Space Nine,tt0708541,5,20,6.7,802,nm0041281,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708542,7,13,6.7,782,nm0235638,"nm0734472,nm0075834,nm0683522,nm0938129",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708543,4,21,7.8,887,nm0176702,"nm0734472,nm0075834,nm0683522,nm0601822,nm1265837",0.3994046438708343
tt0106145,Star Trek: Deep Space Nine,tt0708544,5,13,7.9,915,nm0516493,"nm0734472,nm0075834,nm0683522,nm0276333",0.5254020326329236
tt0106145,Star Trek: Deep Space Nine,tt0708545,4,18,8.3,1032,nm0801883,"nm0734472,nm0075834,nm0683522,nm0938129,nm1721804,nm1044490",1.029391587681279
tt0106145,Star Trek: Deep Space Nine,tt0708546,3,14,7.3,897,nm0801883,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",-0.2305822999396093
tt0106145,Star Trek: Deep Space Nine,tt0708547,4,3,7.7,945,nm0041281,"nm0734472,nm0075834,nm0683522,nm0459822,nm0179709",0.27340725510874603
tt0106145,Star Trek: Deep Space Nine,tt0708548,6,20,7.6,928,nm0471862,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708549,4,10,8.3,981,nm0515237,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",1.029391587681279
tt0106145,Star Trek: Deep Space Nine,tt0708550,6,15,7.3,850,nm0247621,"nm0734472,nm0075834,nm0683522,nm0248404,nm0453639",-0.2305822999396093
tt0106145,Star Trek: Deep Space Nine,tt0708551,1,15,6.5,1045,nm0499215,"nm0734472,nm0075834,nm0683522,nm1237455,nm0186993",-1.238561410036319
tt0106145,Star Trek: Deep Space Nine,tt0708552,7,1,7.6,865,nm0484464,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708553,3,20,8.6,1037,nm0000984,"nm0734472,nm0075834,nm0683522,nm0248404,nm0496521,nm1263745",1.4073837539675438
tt0106145,Star Trek: Deep Space Nine,tt0708554,5,14,8.8,1011,nm0064593,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985",1.6593785314917227
tt0106145,Star Trek: Deep Space Nine,tt0708555,5,25,7.8,882,nm0000373,"nm0601822,nm1237415,nm1661172,nm0734472,nm0075834,nm0683522",0.3994046438708343
tt0106145,Star Trek: Deep Space Nine,tt0708556,1,19,7.8,1051,nm0515237,"nm0734472,nm0075834,nm0683522,nm0938129",0.3994046438708343
tt0106145,Star Trek: Deep Space Nine,tt0708557,6,19,9.4,1903,nm0516493,"nm0734472,nm0075834,nm0683522,nm0852899,nm0276333",2.4153628640642544
tt0106145,Star Trek: Deep Space Nine,tt0708558,4,4,7.7,916,nm0000996,"nm0734472,nm0075834,nm0683522,nm0179709,nm1656313,nm1656350",0.27340725510874603
tt0106145,Star Trek: Deep Space Nine,tt0708559,6,18,8.2,905,nm0000373,"nm0734472,nm0075834,nm0683522,nm0859918,nm0917131",0.9033941989191885
tt0106145,Star Trek: Deep Space Nine,tt0708560,7,16,8.3,886,nm0515237,"nm0734472,nm0075834,nm0683522,nm0601822",1.029391587681279
tt0106145,Star Trek: Deep Space Nine,tt0708561,2,4,6.9,965,nm0484464,"nm0734472,nm0075834,nm0683522,nm0924095,nm0938129",-0.7345718549879635
tt0106145,Star Trek: Deep Space Nine,tt0708562,7,10,8.1,978,nm0930041,"nm0734472,nm0075834,nm0683522,nm0601822,nm1369965,nm1656327",0.7773968101571002
tt0106145,Star Trek: Deep Space Nine,tt0708563,5,7,5.5,921,nm0041281,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985",-2.498535297657206
tt0106145,Star Trek: Deep Space Nine,tt0708564,3,13,6.7,886,nm0046172,"nm0734472,nm0075834,nm0683522,nm0601822,nm0285557,nm0812143",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708565,4,7,8.5,1189,nm0176702,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129,nm1656313,nm1656350",1.2813863652054556
tt0106145,Star Trek: Deep Space Nine,tt0708566,5,3,7.7,927,nm0732367,"nm0734472,nm0075834,nm0683522,nm0601822",0.27340725510874603
tt0106145,Star Trek: Deep Space Nine,tt0708567,2,6,6.4,1006,nm0463926,"nm0734472,nm0075834,nm0683522,nm0813844,nm0062135,nm0188360",-1.3645587987984071
tt0106145,Star Trek: Deep Space Nine,tt0708568,3,8,5.6,952,nm0000408,"nm0734472,nm0075834,nm0683522,nm1265837,nm0046042,nm0813844",-2.3725379088951177
tt0106145,Star Trek: Deep Space Nine,tt0708569,1,9,5.9,1157,nm0141222,"nm0734472,nm0075834,nm0683522,nm0710887,nm0723680,nm1237351",-1.9945457426088506
tt0106145,Star Trek: Deep Space Nine,tt0708570,2,8,8.2,1078,nm0176702,"nm0734472,nm0075834,nm0683522,nm0276333",0.9033941989191885
tt0106145,Star Trek: Deep Space Nine,tt0708571,7,7,7.6,825,nm0471862,"nm0734472,nm0075834,nm0683522,nm0601822",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708572,6,14,7.6,898,nm0471862,"nm0734472,nm0075834,nm0683522,nm0917131,nm0859918",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708573,4,9,8,1042,nm0463926,"nm0734472,nm0075834,nm0683522,nm0601822,nm0318770",0.651399421395012
tt0106145,Star Trek: Deep Space Nine,tt0708574,2,15,6.7,1013,nm0001904,"nm0067234,nm0873449,nm0188360,nm0734472,nm0075834,nm0683522,nm0454839,nm0543362",-0.9865666325121412
tt0106145,Star Trek: Deep Space Nine,tt0708575,4,11,8.3,973,nm0046172,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129,nm0601822",1.029391587681279
tt0106145,Star Trek: Deep Space Nine,tt0708576,1,2,7,1239,nm0463926,"nm0734472,nm0075834,nm0683522,nm0584251",-0.6085744662258752
tt0106145,Star Trek: Deep Space Nine,tt0708577,3,11,7.9,1034,nm0046172,"nm0734472,nm0075834,nm0683522,nm0938129,nm0066985",0.5254020326329236
tt0106145,Star Trek: Deep Space Nine,tt0708578,3,12,8,1014,nm0000408,"nm0734472,nm0075834,nm0683522,nm0066985,nm0248404,nm0938129",0.651399421395012
tt0106145,Star Trek: Deep Space Nine,tt0708579,7,17,7.5,744,nm0692675,"nm0734472,nm0075834,nm0683522,nm0248404",0.02141247758456835
tt0106145,Star Trek: Deep Space Nine,tt0708580,2,17,6.4,919,nm0515237,"nm0734472,nm0075834,nm0683522,nm0873449,nm0596711",-1.3645587987984071
tt0106145,Star Trek: Deep Space Nine,tt0708581,7,11,6.3,767,nm0516493,"nm0734472,nm0075834,nm0683522,nm0917131,nm0859918",-1.4905561875604965
tt0106145,Star Trek: Deep Space Nine,tt0708582,6,23,5.8,887,nm0796502,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",-2.12054313137094
tt0106145,Star Trek: Deep Space Nine,tt0708583,2,18,7.2,949,nm0927445,"nm0734472,nm0075834,nm0683522,nm0462164,nm0546083,nm0206137",-0.3565796887016976
tt0106145,Star Trek: Deep Space Nine,tt0708584,1,14,6.8,1059,nm0484464,"nm0734472,nm0075834,nm0683522,nm0276333",-0.860569243750053
tt0106145,Star Trek: Deep Space Nine,tt0708585,3,16,6.8,855,nm0041281,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129,nm1618294",-0.860569243750053
tt0106145,Star Trek: Deep Space Nine,tt0708586,1,6,6.8,1155,nm0528420,"nm0734472,nm0075834,nm0683522,nm0938129,nm0790433",-0.860569243750053
tt0106145,Star Trek: Deep Space Nine,tt0708587,5,10,7.3,845,nm0922162,"nm0734472,nm0075834,nm0683522,nm0067234,nm1204334",-0.2305822999396093
tt0106145,Star Trek: Deep Space Nine,tt0708588,4,5,7.1,987,nm0000984,"nm0734472,nm0075834,nm0683522,nm0601822,nm0248404",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0708589,6,8,5.7,814,nm0000996,"nm0734472,nm0075834,nm0683522,nm0852899",-2.246540520133028
tt0106145,Star Trek: Deep Space Nine,tt0708590,4,13,7.8,878,nm0922162,"nm0734472,nm0075834,nm0683522,nm0067234,nm0071417",0.3994046438708343
