tconst,name,year,mz,my,mx,fz,fy,fx,a10,a9,a8,a7,a6,a5,a4,a3,a2,a1,series_name,parentTconst,seasonNumber,episodeNumber,averageRating,numVotes,demo_adj
tt0708526,Distant Voices,1995,6.7,6.5,6.4,7.4,6.5,7.3,94,44,119,235,244,100,41,31,14,16,Star Trek: Deep Space Nine,tt0106145,3,18,6.6,897,6.74814
tt0708527,"Doctor Bashir, I Presume",1997,8.2,7.8,7.7,8,7.8,8,148,139,336,202,73,28,14,4,5,2,Star Trek: Deep Space Nine,tt0106145,5,16,7.8,906,7.8878
tt0708528,Dramatis Personae,1993,7.4,7,7.3,7.5,7,7.4,110,59,200,400,161,75,20,18,5,3,Star Trek: Deep Space Nine,tt0106145,1,17,7.1,1001,7.23096
tt0708529,Duet,1993,9.3,9,9,9.4,9.1,8.5,818,499,238,101,40,9,10,6,1,16,Star Trek: Deep Space Nine,tt0106145,1,18,9,1668,9.04004
tt0708532,Empok Nor,1997,8,7.6,7.8,8,7.8,7.7,147,126,288,205,80,38,7,9,3,2,Star Trek: Deep Space Nine,tt0106145,5,24,7.8,864,7.78606
tt0708533,Equilibrium,1994,6.6,6.5,6.7,7.4,7,7.3,81,41,117,302,245,86,36,16,7,8,Star Trek: Deep Space Nine,tt0106145,3,4,6.7,898,6.837359999999999
tt0708534,Explorers,1995,7.7,7.2,7.2,7.8,7.2,7.9,149,89,233,283,134,56,22,11,9,9,Star Trek: Deep Space Nine,tt0106145,3,22,7.3,947,7.462000000000001
tt0708535,Extreme Measures,1999,8.1,7.4,7.4,7.6,7.1,8.2,130,99,202,215,98,33,10,12,6,8,Star Trek: Deep Space Nine,tt0106145,7,23,7.6,778,7.60482
tt0708536,Facets,1995,7.5,7.1,7.1,7.6,7.7,7.9,112,69,196,303,142,57,14,12,5,3,Star Trek: Deep Space Nine,tt0106145,3,25,7.2,869,7.41426
tt0708537,Family Business,1995,7.1,7,7.2,7.2,7.4,7.5,113,76,204,283,157,55,27,11,10,5,Star Trek: Deep Space Nine,tt0106145,3,23,7.2,896,7.15664
tt0708538,Far Beyond the Stars,1998,9.2,8.8,8.6,9.2,8.9,9.2,792,422,179,103,57,43,13,10,15,40,Star Trek: Deep Space Nine,tt0106145,6,13,8.8,1607,8.94012
tt0708539,Fascination,1994,6,6.1,6.2,6.6,6.7,7.4,90,44,90,210,244,134,62,36,26,27,Star Trek: Deep Space Nine,tt0106145,3,10,6.2,922,6.3765
tt0708540,Favor the Bold,1997,8.8,8.6,8.4,9.2,8.3,8.5,258,301,243,95,33,19,5,2,0,12,Star Trek: Deep Space Nine,tt0106145,6,5,8.6,925,8.61838
tt0708541,Ferengi Love Songs,1997,6.8,6.6,6.8,6,6.9,7.4,99,40,120,256,177,68,29,24,20,11,Star Trek: Deep Space Nine,tt0106145,5,20,6.7,802,6.65692
tt0708542,Field of Fire,1999,7.3,6.6,6.5,6.1,6.8,7.4,93,37,136,221,177,83,28,18,12,14,Star Trek: Deep Space Nine,tt0106145,7,13,6.7,782,6.73466
tt0708543,For the Cause,1996,8.1,7.9,7.7,8.2,7.5,7.8,128,132,366,194,67,32,8,3,0,0,Star Trek: Deep Space Nine,tt0106145,4,21,7.8,887,7.85416
tt0708544,For the Uniform,1997,8.3,7.8,7.7,7.5,7.5,7.4,163,162,309,177,63,33,11,14,5,19,Star Trek: Deep Space Nine,tt0106145,5,13,7.9,915,7.70842
tt0708545,Hard Time,1996,8.7,8.4,8,8.7,7.9,8.4,274,268,261,138,76,29,10,10,2,8,Star Trek: Deep Space Nine,tt0106145,4,18,8.3,1032,8.342699999999999
tt0708546,Heart of Stone,1995,7.7,7.2,7.1,7.3,7.5,8,110,77,231,308,135,52,18,8,3,1,Star Trek: Deep Space Nine,tt0106145,3,14,7.3,897,7.40774
tt0708547,Hippocratic Oath,1995,7.9,7.7,7.5,7.8,7.6,8.2,125,105,368,275,77,32,7,3,2,1,Star Trek: Deep Space Nine,tt0106145,4,3,7.7,945,7.729560000000001
tt0708548,His Way,1998,7.9,7.4,7.5,7.4,7.9,8.3,187,129,242,202,95,51,24,18,12,14,Star Trek: Deep Space Nine,tt0106145,6,20,7.6,928,7.656640000000001
tt0708549,Homefront,1996,8.6,8.3,8.1,8.3,8.2,8.1,200,263,351,131,37,20,15,4,0,5,Star Trek: Deep Space Nine,tt0106145,4,10,8.3,981,8.24908
tt0708550,Honor Among Thieves,1998,7.7,7.3,7.2,7.7,7,7.3,122,78,222,268,102,51,18,13,7,5,Star Trek: Deep Space Nine,tt0106145,6,15,7.3,850,7.36366
tt0708551,If Wishes Were Horses,1993,6.5,6.3,6.8,6.8,6.9,7.1,94,33,154,290,279,126,52,26,16,20,Star Trek: Deep Space Nine,tt0106145,1,15,6.5,1045,6.64674
tt0708552,Image in the Sand,1998,7.7,7.6,7.5,7.4,7.6,8.3,129,108,263,246,96,47,3,0,6,4,Star Trek: Deep Space Nine,tt0106145,7,1,7.6,865,7.60332
tt0708553,Improbable Cause,1995,8.9,8.7,8.4,9.1,8.4,8.4,319,339,259,99,42,10,6,5,0,8,Star Trek: Deep Space Nine,tt0106145,3,20,8.6,1037,8.642759999999999
tt0708554,In Purgatory's Shadow,1997,9.1,8.7,8.6,8.9,8.7,8.5,344,363,209,79,24,17,5,2,1,12,Star Trek: Deep Space Nine,tt0106145,5,14,8.8,1011,8.735219999999998
tt0708555,In the Cards,1997,8.1,7.8,7.6,8.1,7.9,8,162,138,305,183,61,33,18,11,5,5,Star Trek: Deep Space Nine,tt0106145,5,25,7.8,882,7.8815
tt0708556,In the Hands of the Prophets,1993,7.9,7.8,7.7,8.4,7.8,7.9,145,152,386,266,91,27,19,6,5,8,Star Trek: Deep Space Nine,tt0106145,1,19,7.8,1051,7.87924
tt0708557,In the Pale Moonlight,1998,9.7,9.4,9.2,9.3,8.8,8.5,"1,316",372,122,54,34,21,7,6,6,37,Star Trek: Deep Space Nine,tt0106145,6,19,9.4,1903,9.173599999999999
tt0708558,Indiscretion,1995,7.9,7.6,7.7,8,7.8,7.9,122,117,342,264,78,28,9,4,2,2,Star Trek: Deep Space Nine,tt0106145,4,4,7.7,916,7.77104
tt0708559,Inquisition,1998,8.7,8.2,8,8.6,8,7.8,188,224,312,131,45,23,9,5,2,9,Star Trek: Deep Space Nine,tt0106145,6,18,8.2,905,8.233379999999999
tt0708560,Inter Arma Enim Silent Leges,1999,8.7,8.4,8,8.9,7.8,8.3,233,227,266,115,39,23,12,1,1,9,Star Trek: Deep Space Nine,tt0106145,7,16,8.3,886,8.354199999999999
tt0708561,Invasive Procedures,1993,7,6.8,7,6.9,7.2,7.6,94,40,155,376,236,64,27,10,5,3,Star Trek: Deep Space Nine,tt0106145,2,4,6.9,965,6.99804
tt0708562,It's Only a Paper Moon,1998,8.8,8.1,7.8,7.7,7.9,8.5,259,205,281,137,71,35,8,6,6,13,Star Trek: Deep Space Nine,tt0106145,7,10,8.1,978,8.11228
tt0708563,Let He Who Is Without Sin...,1996,5.2,5.2,5.8,4.1,5.8,6.5,86,19,72,133,213,171,84,62,53,67,Star Trek: Deep Space Nine,tt0106145,5,7,5.5,921,5.2857400000000005
tt0708564,Life Support,1995,6.6,6.7,6.7,6.6,6.7,7.1,87,46,115,286,243,88,32,15,11,6,Star Trek: Deep Space Nine,tt0106145,3,13,6.7,886,6.66052
tt0708565,Little Green Men,1995,8.6,8.3,8.5,9,8.5,8.8,327,340,320,158,48,23,10,3,3,8,Star Trek: Deep Space Nine,tt0106145,4,7,8.5,1189,8.55978
tt0708566,Looking for par'Mach in All the Wrong Places,1996,7.8,7.6,7.6,7.9,7.8,8.5,160,129,319,205,91,46,13,6,3,2,Star Trek: Deep Space Nine,tt0106145,5,3,7.7,927,7.784259999999999
tt0708567,Melora,1993,6.3,6.3,6.5,6.5,6.6,7.2,97,29,114,278,263,142,62,30,20,14,Star Trek: Deep Space Nine,tt0106145,2,6,6.4,1006,6.47076
tt0708568,Meridian,1994,5.4,5.4,5.8,6.4,5.9,7,80,19,58,133,253,210,98,62,38,43,Star Trek: Deep Space Nine,tt0106145,3,8,5.6,952,5.86248
tt0708569,Move Along Home,1993,5.8,5.7,6,6.3,6.2,6.3,97,33,105,236,291,191,96,66,43,50,Star Trek: Deep Space Nine,tt0106145,1,9,5.9,1157,5.97896
tt0708570,Necessary Evil,1993,8.5,8.2,8.1,8.7,8.3,8.3,216,262,385,169,56,21,5,3,1,8,Star Trek: Deep Space Nine,tt0106145,2,8,8.2,1078,8.318839999999998
tt0708571,Once More Unto the Breach,1998,7.9,7.6,7.7,7.3,7.2,7.7,135,92,283,215,78,40,13,3,3,0,Star Trek: Deep Space Nine,tt0106145,7,7,7.6,825,7.5370800000000004
tt0708572,One Little Ship,1998,7.8,7.6,7.6,7.1,7.6,8.1,148,93,307,227,90,33,18,13,3,4,Star Trek: Deep Space Nine,tt0106145,6,14,7.6,898,7.56314
tt0708573,Our Man Bashir,1995,8.4,8,7.8,7.6,8,8.1,205,217,353,169,66,36,18,7,9,8,Star Trek: Deep Space Nine,tt0106145,4,9,8,1042,7.949579999999999
tt0708574,Paradise,1994,6.7,6.6,6.9,7.2,6.6,7.5,97,61,161,324,210,94,43,25,13,34,Star Trek: Deep Space Nine,tt0106145,2,15,6.7,1013,6.8398
tt0708575,Paradise Lost,1996,8.6,8.3,8.1,8,7.9,8.2,216,231,352,129,43,25,9,4,0,5,Star Trek: Deep Space Nine,tt0106145,4,11,8.3,973,8.164620000000001
tt0708576,Past Prologue,1993,7.2,6.9,7.2,7.3,7.3,7.1,108,64,227,557,223,73,22,8,4,5,Star Trek: Deep Space Nine,tt0106145,1,2,7,1239,7.120960000000001
tt0708577,Past Tense: Part I,1995,8.2,7.8,7.9,8.3,8,8,200,160,341,223,86,39,13,10,2,5,Star Trek: Deep Space Nine,tt0106145,3,11,7.9,1034,7.999960000000001
tt0708578,Past Tense: Part II,1995,8.4,7.9,7.9,8.3,8,8.2,214,183,322,180,95,37,18,6,4,3,Star Trek: Deep Space Nine,tt0106145,3,12,8,1014,8.087579999999999
tt0708579,Penumbra,1999,7.5,7.5,7.3,7.2,7.4,8.1,107,60,223,269,61,39,10,3,2,2,Star Trek: Deep Space Nine,tt0106145,7,17,7.5,744,7.421939999999999
tt0708580,Playing God,1994,6.2,6.3,6.6,6.4,6.7,7.2,83,22,94,267,301,113,45,21,9,7,Star Trek: Deep Space Nine,tt0106145,2,17,6.4,919,6.457339999999999
tt0708581,Prodigal Daughter,1999,6.4,6.2,6.3,6,6.7,7.4,82,32,69,201,233,81,48,30,16,9,Star Trek: Deep Space Nine,tt0106145,7,11,6.3,767,6.39224
tt0708582,Profit and Lace,1998,5.2,5.7,6,4.9,6.5,6.9,102,30,93,170,162,141,67,50,33,78,Star Trek: Deep Space Nine,tt0106145,6,23,5.8,887,5.69124
tt0708583,Profit and Loss,1994,7.3,7.1,7.3,7.7,7.4,7.7,114,66,231,357,141,46,21,9,5,4,Star Trek: Deep Space Nine,tt0106145,2,18,7.2,949,7.351100000000001
tt0708584,Progress,1993,6.9,6.7,7,7.7,6.9,7.1,106,71,166,359,245,93,33,18,9,11,Star Trek: Deep Space Nine,tt0106145,1,14,6.8,1059,7.0052200000000004
tt0708585,Prophet Motive,1995,6.7,6.8,6.7,6.8,6.6,7.3,92,43,113,299,215,78,25,16,12,6,Star Trek: Deep Space Nine,tt0106145,3,16,6.8,855,6.7478
tt0708586,Q-Less,1993,6.9,6.6,7.1,6.8,6.9,7,118,75,174,377,272,101,43,28,9,7,Star Trek: Deep Space Nine,tt0106145,1,6,6.8,1155,6.8255
tt0708587,Rapture,1996,7.4,7.3,7.2,7,7.2,7.8,117,94,181,260,122,48,23,17,8,12,Star Trek: Deep Space Nine,tt0106145,5,10,7.3,845,7.2499400000000005
tt0708588,Rejoined,1995,7,7,7.2,7.1,7.3,7.8,151,101,206,261,178,66,32,13,12,17,Star Trek: Deep Space Nine,tt0106145,4,5,7.1,987,7.13608
tt0708589,Resurrection,1997,5.7,5.7,5.8,5.5,6.3,6.6,74,19,46,124,249,178,78,44,19,20,Star Trek: Deep Space Nine,tt0106145,6,8,5.7,814,5.8272
tt0708590,Return to Grace,1996,8,7.8,7.7,8.1,7.8,7.9,132,116,352,223,58,27,7,3,1,2,Star Trek: Deep Space Nine,tt0106145,4,13,7.8,878,7.847540000000001
tt0708591,Rivals,1994,6.5,6.5,6.6,7.1,6.9,7,85,34,106,308,257,95,46,15,17,10,Star Trek: Deep Space Nine,tt0106145,2,11,6.6,930,6.6952
tt0708592,Rocks and Shoals,1997,9,8.7,8.3,9.2,8.6,8.5,259,352,270,95,25,19,7,2,0,6,Star Trek: Deep Space Nine,tt0106145,6,2,8.6,985,8.70876
tt0708593,Rules of Acquisition,1993,7.4,7.3,7.3,7.9,7.7,7.9,119,94,283,342,133,46,17,9,1,5,Star Trek: Deep Space Nine,tt0106145,2,7,7.4,1003,7.51024
tt0708594,Rules of Engagement,1996,7.4,7.2,7.2,6.2,7.1,7.7,105,78,243,281,120,47,21,15,8,6,Star Trek: Deep Space Nine,tt0106145,4,17,7.3,880,7.0601400000000005
tt0708595,Sacrifice of Angels,1997,9.3,8.9,8.7,9.3,8.4,9,456,332,153,64,35,17,8,5,1,25,Star Trek: Deep Space Nine,tt0106145,6,6,8.9,1050,8.92264
tt0708596,Sanctuary,1993,6.4,6.3,6.6,7.3,7,7,91,30,104,299,282,118,35,23,17,14,Star Trek: Deep Space Nine,tt0106145,2,10,6.5,970,6.687539999999999
tt0708597,Second Sight,1993,5.9,6,6.3,6,6.3,7,88,28,80,215,297,165,59,42,16,15,Star Trek: Deep Space Nine,tt0106145,2,9,6.1,962,6.138940000000001
tt0708598,Second Skin,1994,8.2,7.7,7.7,8.8,7.9,8.2,156,156,379,201,87,26,13,4,0,0,Star Trek: Deep Space Nine,tt0106145,3,5,7.8,976,8.05466
tt0708599,Shadowplay,1994,7.4,7.1,7.5,8,7.4,7.7,113,83,222,379,145,45,12,5,4,4,Star Trek: Deep Space Nine,tt0106145,2,16,7.3,962,7.459479999999999
tt0708600,Shadows and Symbols,1998,8,7.9,7.9,7.5,7.8,8.2,149,162,300,180,73,28,7,3,2,14,Star Trek: Deep Space Nine,tt0106145,7,2,7.9,878,7.819100000000001
tt0708601,Shakaar,1995,6.7,6.9,7,7.1,6.9,7.4,93,43,151,311,183,68,28,10,2,2,Star Trek: Deep Space Nine,tt0106145,3,24,6.9,849,6.917400000000001
tt0708602,Shattered Mirror,1996,7.3,7.3,7.3,7.3,6.8,7.3,110,69,227,270,115,60,18,12,7,7,Star Trek: Deep Space Nine,tt0106145,4,19,7.2,855,7.183619999999999
tt0708603,Soldiers of the Empire,1997,7.7,7.6,7.8,7.4,7.3,8.2,134,98,299,218,75,43,9,5,3,0,Star Trek: Deep Space Nine,tt0106145,5,21,7.7,844,7.59526
tt0708604,Sons and Daughters,1997,7,6.9,7,7.1,7.1,7.7,95,40,158,334,148,62,24,14,3,3,Star Trek: Deep Space Nine,tt0106145,6,3,7,838,7.050160000000001
tt0708605,Starship Down,1995,7.8,7.7,7.7,7.7,7.5,8,139,111,331,249,87,26,11,4,4,0,Star Trek: Deep Space Nine,tt0106145,4,6,7.7,917,7.68038
tt0708606,Statistical Probabilities,1997,8.2,7.7,7.5,7.8,7.7,7.9,148,130,280,224,78,33,11,14,7,6,Star Trek: Deep Space Nine,tt0106145,6,9,7.7,892,7.77872
tt0708607,Strange Bedfellows,1999,7.9,7.9,7.7,8.3,7.7,8.2,127,106,308,158,56,16,12,2,1,2,Star Trek: Deep Space Nine,tt0106145,7,19,7.9,754,7.8994800000000005
tt0708608,Tacking Into the Wind,1999,9.1,8.8,8.5,9.5,8.4,8.9,264,268,193,63,22,22,4,0,0,7,Star Trek: Deep Space Nine,tt0106145,7,22,8.7,804,8.8538
tt0708609,Take Me Out to the Holosuite,1998,8,7.3,7.1,8.2,7.9,8.3,198,131,238,193,98,64,28,13,25,32,Star Trek: Deep Space Nine,tt0106145,7,4,7.5,974,7.75068
tt0708610,Tears of the Prophets,1998,8.6,8.3,8.2,8.2,8.1,8.5,203,223,269,124,41,23,9,5,2,9,Star Trek: Deep Space Nine,tt0106145,6,26,8.3,868,8.278519999999999
tt0708611,The Abandoned,1994,7,6.8,6.8,8,6.8,7.4,89,33,146,363,201,68,18,11,3,4,Star Trek: Deep Space Nine,tt0106145,3,6,6.9,892,7.092879999999999
tt0708612,The Adversary,1995,8.4,8.3,8.2,8.8,8.2,8.1,188,232,351,145,43,17,3,3,1,4,Star Trek: Deep Space Nine,tt0106145,3,26,8.3,944,8.30892
tt0708613,The Alternate,1994,6.7,6.6,6.8,7.6,6.8,7.7,83,36,120,356,260,66,31,5,5,4,Star Trek: Deep Space Nine,tt0106145,2,12,6.8,920,6.94916
tt0708614,The Ascent,1996,7.7,7.4,7.2,7.4,7.5,7.9,109,106,230,286,103,42,15,8,2,1,Star Trek: Deep Space Nine,tt0106145,5,9,7.4,861,7.46392
tt0708615,The Assignment,1996,7.3,7.2,7.2,7.4,7.2,7.3,98,72,200,294,120,47,19,9,8,4,Star Trek: Deep Space Nine,tt0106145,5,5,7.2,827,7.22444
tt0708616,The Begotten,1997,8,7.7,7.7,8.4,7.7,8.6,148,120,309,211,78,38,6,3,2,2,Star Trek: Deep Space Nine,tt0106145,5,12,7.8,877,7.9534199999999995
tt0708617,The Changing Face of Evil,1999,8.8,8.5,8.3,8.3,8.1,8.4,207,209,264,94,25,16,10,2,0,10,Star Trek: Deep Space Nine,tt0106145,7,20,8.4,800,8.3817
tt0708618,The Circle,1993,7.8,7.6,7.8,8.3,7.7,7.8,136,109,398,280,91,20,12,7,0,2,Star Trek: Deep Space Nine,tt0106145,2,2,7.7,1011,7.792280000000001
tt0708619,The Collaborator,1994,7,7.1,7.1,7.5,7.2,7.6,99,57,182,343,165,48,24,11,4,9,Star Trek: Deep Space Nine,tt0106145,2,24,7.1,901,7.17518
tt0708620,The Darkness and the Light,1997,7.1,6.9,7,7.4,7,7.5,99,53,137,305,143,77,27,17,7,8,Star Trek: Deep Space Nine,tt0106145,5,11,6.9,835,7.0919
tt0708621,The Die Is Cast,1995,9.2,8.9,8.8,9.3,8.6,8.6,406,404,200,67,29,15,5,4,1,11,Star Trek: Deep Space Nine,tt0106145,3,21,8.9,1090,8.89462
tt0708622,The Dogs of War,1999,8.5,8.2,8.2,8.2,8,8.7,198,168,263,119,40,31,4,2,2,8,Star Trek: Deep Space Nine,tt0106145,7,24,8.2,797,8.247399999999999
tt0708623,The Emperor's New Cloak,1999,6.2,6.3,6.5,5.9,6.5,6.7,86,27,105,206,191,86,44,24,25,18,Star Trek: Deep Space Nine,tt0106145,7,12,6.4,777,6.26492
tt0708624,The Forsaken,1993,7,6.6,7,7.7,7.3,8.1,102,62,167,358,230,75,32,16,7,10,Star Trek: Deep Space Nine,tt0106145,1,16,6.9,1009,7.182580000000001
tt0708625,The Homecoming,1993,7.8,7.6,7.7,8.1,7.7,7.9,129,111,402,306,76,31,12,3,1,4,Star Trek: Deep Space Nine,tt0106145,2,1,7.7,1028,7.7523
tt0708626,The House of Quark,1994,8.2,7.9,8,8.6,8.1,8.3,185,198,380,195,77,25,8,6,0,3,Star Trek: Deep Space Nine,tt0106145,3,3,8,1029,8.135919999999999
tt0708627,The Jem'Hadar,1994,8.6,8.4,8.5,8.8,8.4,8.6,249,329,312,126,35,19,4,5,0,10,Star Trek: Deep Space Nine,tt0106145,2,26,8.5,1042,8.50332
tt0708628,The Magnificent Ferengi,1998,8.6,8.1,7.9,8.4,8.1,8.2,244,191,326,148,60,33,10,9,8,5,Star Trek: Deep Space Nine,tt0106145,6,10,8.1,993,8.201220000000001
tt0708629,The Maquis: Part I,1994,7.9,7.8,7.8,8.1,7.9,8.1,126,121,418,242,70,15,10,4,3,5,Star Trek: Deep Space Nine,tt0106145,2,20,7.8,970,7.87584
tt0708630,The Maquis: Part II,1994,8,7.8,7.8,8.3,7.9,8.1,135,137,404,219,70,15,10,6,1,7,Star Trek: Deep Space Nine,tt0106145,2,21,7.9,961,7.936140000000001
tt0708631,The Muse,1996,5.5,5.4,5.9,4.9,5.8,7.2,86,20,56,153,206,174,95,60,33,39,Star Trek: Deep Space Nine,tt0106145,4,20,5.6,882,5.634500000000001
tt0708632,The Nagus,1993,7.2,7.1,7.2,7.3,7,7.2,122,64,245,388,169,66,30,12,6,10,Star Trek: Deep Space Nine,tt0106145,1,10,7.1,1064,7.1263
tt0708633,The Passenger,1993,6.3,6.2,6.6,6.7,6.6,6.9,89,23,101,305,359,138,54,21,14,10,Star Trek: Deep Space Nine,tt0106145,1,8,6.4,1064,6.4701200000000005
tt0708634,The Quickening,1996,7.9,7.6,7.5,8.4,7.7,8,136,102,280,237,98,33,14,6,2,2,Star Trek: Deep Space Nine,tt0106145,4,23,7.6,873,7.8129800000000005
tt0708635,The Reckoning,1998,7.1,7.1,7.1,6.7,7.3,8,101,57,186,260,127,56,17,9,10,13,Star Trek: Deep Space Nine,tt0106145,6,21,7.2,796,7.11176
tt0708636,The Search: Part I,1994,8.6,8.3,8.2,8.8,8.3,8.5,222,275,375,137,32,15,8,3,2,7,Star Trek: Deep Space Nine,tt0106145,3,1,8.4,1028,8.4162
tt0708637,The Search: Part II,1994,8.5,8.1,8.1,9,8.1,8.4,214,225,365,154,53,19,12,10,1,6,Star Trek: Deep Space Nine,tt0106145,3,2,8.2,1012,8.34112
tt0708638,The Ship,1996,8,8,8,8,7.7,8.1,152,161,373,167,65,28,9,2,2,5,Star Trek: Deep Space Nine,tt0106145,5,2,8,923,7.91794
tt0708639,The Siege,1993,7.8,7.8,8,8.3,7.8,8.1,151,146,423,233,71,25,11,7,0,3,Star Trek: Deep Space Nine,tt0106145,2,3,7.9,1023,7.9051800000000005
tt0708640,The Siege of AR-558,1998,9.1,8.7,8.5,8.7,8.5,9,372,352,214,89,44,22,7,4,5,9,Star Trek: Deep Space Nine,tt0106145,7,8,8.7,1070,8.714599999999999
tt0708641,Sons of Mogh,1996,7.2,7.3,7.4,6.8,7.2,7.9,107,70,218,300,119,62,9,10,3,5,Star Trek: Deep Space Nine,tt0106145,4,14,7.3,864,7.20748
tt0708642,The Sound of Her Voice,1998,7.8,7.4,7.3,7.6,7.5,7.8,136,106,224,258,92,40,16,10,6,4,Star Trek: Deep Space Nine,tt0106145,6,25,7.5,852,7.527399999999999
tt0708643,The Storyteller,1993,6.1,5.9,6.1,6.4,6.5,6.6,83,19,77,221,341,194,76,42,22,23,Star Trek: Deep Space Nine,tt0106145,1,13,6,1054,6.193199999999999
tt0708644,The Sword of Kahless,1995,7,7,7.1,6.8,6.7,7.6,102,52,197,329,170,58,19,12,8,3,Star Trek: Deep Space Nine,tt0106145,4,8,7.1,909,6.9608799999999995
tt0708645,The Visitor,1995,9.6,9.1,9,8.8,8.6,9.2,"1,210",422,185,87,42,30,14,15,10,29,Star Trek: Deep Space Nine,tt0106145,4,2,9.1,1972,9.03086
tt0708648,The Wire,1994,8.6,8.2,8,8.9,8.6,8.5,219,287,341,161,50,18,10,5,2,6,Star Trek: Deep Space Nine,tt0106145,2,22,8.3,1055,8.428539999999998
tt0708649,Things Past,1996,7.7,7.5,7.4,7.1,7.7,7.7,117,93,290,227,111,42,15,8,2,0,Star Trek: Deep Space Nine,tt0106145,5,8,7.5,865,7.4596599999999995
tt0708650,Through the Looking Glass,1995,7.6,7.5,7.5,7.8,7.6,7.5,114,103,302,251,85,45,14,6,7,4,Star Trek: Deep Space Nine,tt0106145,3,19,7.5,886,7.542840000000001
tt0708651,Ties of Blood and Water,1997,7.4,7.1,7.2,7.5,7.4,7.2,92,52,204,300,115,45,16,6,4,3,Star Trek: Deep Space Nine,tt0106145,5,19,7.2,793,7.26466
tt0708652,Time's Orphan,1998,6.4,6.2,6.4,6.3,6.9,7.1,98,38,103,181,209,113,48,45,23,24,Star Trek: Deep Space Nine,tt0106145,6,24,6.3,842,6.45458
tt0708653,To the Death,1996,8.6,8,8.1,8.1,8,8.3,174,174,367,163,38,21,11,2,0,5,Star Trek: Deep Space Nine,tt0106145,4,22,8.1,910,8.156419999999999
tt0708654,"Treachery, Faith and the Great River",1998,8.5,8.3,8.1,8.8,8.2,8.3,182,226,303,129,35,18,2,2,3,5,Star Trek: Deep Space Nine,tt0106145,7,6,8.3,865,8.3409
tt0708655,Trials and Tribble-ations,1996,9.6,9.2,9.3,9.6,9.6,9.5,"1,152",422,177,68,42,19,8,6,3,21,Star Trek: Deep Space Nine,tt0106145,5,6,9.3,1859,9.411259999999999
tt0708656,Tribunal,1994,7.8,7.5,7.4,8,7.4,7.7,114,99,322,268,96,36,12,7,8,5,Star Trek: Deep Space Nine,tt0106145,2,25,7.6,922,7.6078399999999995
tt0708657,Valiant,1998,7.3,7,6.9,7,6.8,7.6,103,56,179,280,138,68,26,22,17,20,Star Trek: Deep Space Nine,tt0106145,6,22,7,867,7.05214
tt0708658,Visionary,1995,8.1,7.8,7.7,8.2,7.9,7.9,147,129,366,201,75,23,11,4,1,0,Star Trek: Deep Space Nine,tt0106145,3,17,7.9,913,7.90308
tt0708659,Vortex,1993,7.2,6.9,7.1,7.5,7.3,7.5,93,62,201,423,214,58,18,13,0,3,Star Trek: Deep Space Nine,tt0106145,1,11,7,1041,7.189559999999999
tt0708660,Waltz,1998,8.3,7.9,7.5,8.3,7.7,7.9,162,155,283,186,77,42,12,8,2,4,Star Trek: Deep Space Nine,tt0106145,6,11,7.8,887,7.92882
tt0708663,When It Rains...,1999,8.5,8.2,7.9,8.4,8.1,8.2,150,149,312,122,32,25,4,1,0,6,Star Trek: Deep Space Nine,tt0106145,7,21,8.1,764,8.19502
tt0708664,Whispers,1994,8.5,8.3,8.1,8.3,8.2,7.8,219,300,365,159,64,14,6,4,3,11,Star Trek: Deep Space Nine,tt0106145,2,14,8.2,1095,8.1906
tt0708665,Who Mourns for Morn?,1998,8,7.7,7.5,7.1,7.5,7.7,145,116,287,232,83,40,12,7,4,1,Star Trek: Deep Space Nine,tt0106145,6,12,7.6,885,7.552319999999999
tt0708666,Wrongs Darker Than Death or Night,1998,7,6.7,6.9,6.5,7.2,7.4,98,49,134,264,149,76,23,25,10,10,Star Trek: Deep Space Nine,tt0106145,6,17,6.8,802,6.86898
tt0708667,You Are Cordially Invited...,1997,7.6,7.2,7.4,7.8,7.8,8.4,146,94,228,242,119,51,25,9,6,10,Star Trek: Deep Space Nine,tt0106145,6,7,7.4,893,7.608320000000001
tt0114530,Caretaker,1995,7.6,7.2,7.3,7.2,7.7,7.8,458,274,613,710,323,172,57,37,29,83,Star Trek: Voyager,tt0112178,1,1,7.4,2703,7.39948
tt0394908,Blood Fever,1997,7.3,7,7.3,6.8,8.3,8,143,67,182,264,137,39,16,16,13,10,Star Trek: Voyager,tt0112178,3,16,7.3,842,7.325939999999999
tt0394909,Counterpoint,1998,7.9,7.8,7.9,7.6,8.2,8.1,188,144,352,202,66,30,8,8,4,3,Star Trek: Voyager,tt0112178,5,10,7.9,954,7.8396
tt0394910,"Dark Frontier, Part I",1999,8.6,8.3,8.5,8.2,8.2,8.6,254,268,298,109,38,22,6,4,2,11,Star Trek: Voyager,tt0112178,5,15,8.4,964,8.34834
tt0394911,Endgame,2001,8.5,8.3,8.7,8.3,8.8,9.1,552,347,235,120,61,40,27,17,9,37,Star Trek: Voyager,tt0112178,7,25,8.5,1389,8.51306
tt0394912,Flesh and Blood,2e3,7.8,7.5,7.7,7.1,7.5,8.1,125,101,280,202,77,31,14,8,7,5,Star Trek: Voyager,tt0112178,7,9,7.6,806,7.54704
tt0394913,The Killing Game,1998,7.9,7.6,7.8,7.7,8.3,8.2,184,133,314,186,79,40,15,13,10,14,Star Trek: Voyager,tt0112178,4,18,7.8,938,7.83386
